file_id,url,title,name,class,order,family,describe,feature,size,habitat,inner,outer,level,others
030-白眶雀鹛,http://localhost:8000/info/static/animals/030-白眶雀鹛.txt,《白眶雀鹛》,白眶雀鹛,鸟纲,雀形目,鹟科,形态(A．n．nipalensis，依据Baker，1922，275—276)成鸟：眼周有明显白眼圈；头、颈和上背灰褐，有葡萄色渲染；头侧各具一道烟褐色侧冠纹，沿后颈达于背部；耳羽灰色；下背橄榄褐；翅表和尾羽表面黄褐；颏近白；下体浅茶黄；体侧和覆腿羽渲染橄榄色。虹膜浅赭褐至深赭褐；嘴石板色或石板褐，下嘴浅淡(Baker，1922)。嘴灰角色，上嘴基部1／3褐色(Ali et Ripley，1972)；脚浅肉或石板灰白色。亚成体(8月1日采自西藏墨脱)；额、头顶至颈暗灰，眼前方有两道近黑色眉纹，眉纹向后渐变粗，并止于后头；眼周白色，头侧和颈侧灰色较头顶浅；上体茶褐色；翅黑褐，翅表和上体同色，尾茶褐，尾羽外缘以茶黄色，喉和胸污灰，胸部稍染浅茶黄；下体近白，下胸和体侧微染浅茶黄。虹膜褐色；上嘴亦呈褐色，先端浅淡，下嘴浅灰色；脚黄褐。,鉴别特征 眼周白色；头颈暗灰；有暗色眉纹；上体暗茶褐；喉污白；胸染茶黄，下体余部近白。,125mm,生态 迄今获得1只鸟，该鸟是在海拔900米的森林下木和矮树间活动时采获。结群活动，有时与其他小鸟混群。,西藏,尼泊尔，锡金，不丹，印度，孟加拉国，缅甸,,
031-非洲野犬,http://localhost:8000/info/static/animals/031-非洲野犬.txt,《非洲野犬》,非洲野犬,哺乳纲,食肉目,犬科,成年非洲野犬体重为18-34千克，身长85–141厘米，尾长30-45厘米。两性的差别并不大，雄性比雌性约大3-7%。南部非洲的非洲野犬通常要比东部和西部的体型要大。非洲野犬的毛色与其他犬科动物有比较明显的差别，它们的毛色奇特而华丽，和斑马一样，每一只非洲野犬的斑纹都是独一无二的，没有两只的色斑是完全相同的，因此可以很容易地通过色斑进行辨别。在它们的身上有棕色、红、黑、黄色和白色的区域，就像某个画家把颜色随意的涂抹上去似的。它们的毛皮短而稀疏，有的地方甚至是光秃秃的。不过总体说来它们的头部色调都比较深，尾巴上有白色的毛。耳朵又大又圆，平时竖直在头顶非常惹眼。身体苗条，长长的腿部肌肉发达，每只脚有四个脚趾。非洲野犬是唯一前肢没有上爪的犬科动物。 非洲野犬共有42颗牙齿（具体分布为：（i= 3/3；c=1/1；p=4/4；m=2/3x2），前臼齿比相对比其他犬科动物要大，因此可以磨碎大量的骨头，这一点很像鬣狗。,,身长85–141厘米，尾长30-45厘米,主要生活在非洲的干燥草原和半荒漠地带，活跃于草原、稀树草原和开阔的干燥灌木丛，甚至包括撒哈拉沙漠南部一些多山的地带。非洲野犬从来不到密林中活动。,,安哥拉，贝宁，博茨瓦纳，布基纳法索，中非共和国，乍得，埃塞俄比亚，肯尼亚，马拉维，莫桑比克，纳米比亚，尼日尔，塞内加尔，南非，苏丹，坦桑尼亚联合共和国，赞比亚，津巴布韦,濒危,由于非洲野犬的领域面积较大，所以随着栖息地的减少和其他大型食肉动物的竞争，非洲野犬的数量不断下降，已经处于濒危状态。主要分布在非洲的东部和南部部分地区，在非洲的39个国家只有25个种群，约有3，000只左右。在非洲已经建立起一个非洲野犬的保护区，主要位于津巴布韦西部的皇日国家公园。
032-鸳鸯,http://localhost:8000/info/static/animals/032-鸳鸯.txt,《鸳鸯》,鸳鸯,鸟纲,雁形目,鸭科,鸳鸯（学名：Aix galericulata）：鸳指雄鸟，鸯指雌鸟，故鸳鸯属合成词。属雁形目的中型鸭类，大小介于绿头鸭和绿翅鸭之间，体长38-45厘米，体重0.5千克左右。雌雄异色，雄鸟嘴红色，脚橙黄色，羽色鲜艳而华丽，头具艳丽的冠羽，眼后有宽阔的白色眉纹，翅上有一对栗黄色扇状直立羽，像帆一样立于后背，非常奇特和醒目，野外极易辨认。雌鸟嘴黑色，脚橙黄色，头和整个上体灰褐色，眼周白色，其后连一细的白色眉纹，亦极为醒目和独特。,鸳鸯是小型游禽，雄鸟额和头顶中央翠绿色，并具金属光泽；枕部铜赤色，与后颈的暗紫绿色长羽组成羽冠。眉纹白色，宽而且长，并向后延伸构成羽冠的一部分。眼先淡黄色，颊部具棕栗色斑，眼上方和耳羽棕白色，颈侧具长矛形的辉栗色领羽。背、腰暗褐色，并具铜绿色金属光泽；内侧肩羽紫色，外侧数枚纯白色，并具绒黑色边；翅上覆羽与背同色。初级飞羽暗褐色，外翈具银白色羽缘，内翈先端具铜绿色光泽；次级飞羽褐色，具白色羽端，内侧数枚外翈呈金属绿色；三级飞羽黑褐色，外翈亦呈金属绿色，与内侧次级飞羽外翈上的绿色共同组成蓝绿色翼镜，最后一枚三级飞羽外翈为金属绿色，具栗黄色先端，而内翈则扩大成扇状，直立如帆，栗黄色，边缘前段为棕白色，后段为绒黑色，羽干黄色。尾羽暗褐色而带金属绿色。颏、喉纯栗色。上胸和胸侧暗紫色，下胸至尾下覆羽乳白色，下胸两侧绒黑色，具两条白色斜带，两胁近腰处具黑白相间的横斑，其后两胁为紫赭色，腋羽褐色。 [4] 雌鸟头和后颈灰褐色，无冠羽，眼周白色，其后一条白纹与眼周白圈相连，形成特有的白色眉纹。上体灰褐色，两翅和雄鸟相似，但无金属光泽和帆状直立羽。颏、喉白色。胸、胸侧和两胁暗棕褐色，杂有淡色斑点。腹和尾下覆羽白色。 [4] 虹膜褐色，嘴雄鸟暗角红色，尖端白色。雌鸟褐色至粉红色，嘴基白色，脚橙黄色。 [4],体长38-45厘米,主要栖息于山地森林河流、湖泊、水塘、芦苇沼泽和稻田地中。,东北，内蒙古，广东，台湾，云南，贵州，福建，江西,日本，韩国，朝鲜，俄罗斯联邦，奥地利，比利时，丹麦，法国，德国，荷兰，斯洛文尼亚，瑞士和英国，白俄罗斯，印度，蒙古，缅甸，尼泊尔，西班牙，泰国，越南,无危,种群现状：该物种分布范围广，不接近物种生存的脆弱濒危临界值标准（分布区域或波动范围小于20000平方公里，栖息地质量，种群规模，分布区域碎片化），种群数量趋势稳定，因此被评价为无生存危机的物种。 [7] 鸳鸯也是中国传统出口鸟类之一，在中国曾拥有很大的种群数量，每年都有大量活鸟被捕猎供应国内各动物园和出口。1975年以前无论是春季在长白山还是冬季在南方越冬地，都能经常遇到40-50只的大群，而这种壮观的场面却很难见到了。其原因主要是由于森林砍伐和捕猎，致使种群数量日趋减少。据调查，在中国的繁殖种群数量为1500-2000对。已列入世界濒危鸟类名录。 [4]
033-金猫,http://localhost:8000/info/static/animals/033-金猫.txt,《金猫》,金猫,哺乳纲,食肉目,猫科,中型猫类，貌似豹，体长75-100cm，尾长34-56cm，体重10kg左右。两眼内角各有宽的白色或黄白色条纹，至头顶转为红棕色，棕色纹两侧各有细黑纹伴衬；面颊两侧有白色和深色相间的条纹；四肢上部有斑点；体色多样，至少有三类色型：红色金猫，背毛红棕色，故商品名称"红春豹"；灰色金猫，毛色灰棕者称"芝麻豹"；灰棕色色型背部有斑纹者，俗称"狸豹"。几种色型间还有各种过度类型，此外还有近黑色的黑金猫。据福建27张金猫皮中红春豹占81.5％，狸豹占11.5％，芝麻豹占7.4%；江西1971-1974年的476张金猫皮中，红春豹和芝麻豹合占92.0％，狸豹占6.7％，黑豹仅占1.3％；四川省1973-1980年444张金猫皮中，红春豹占16.0％，芝麻豹占32.7％，狸豹占51.3％。,栖于亚洲热带、亚热带山地各种森林中，从湿润的常绿林到海拔3000m左右的干旱针阔混交林或针叶林都有金猫的活动，也偶见于灌丛和草地。常单独生活，白天栖于树上洞穴内，夜间下地活动。一般活动范围2-4 km2，每夜行程约500-1500m，常在山脊光秃的小山包、岩石或三叉路口处排粪。能捕食黄麂、毛冠鹿、麝等偶蹄类，但主要以各种体型较大的啮齿动物为食，也捕食地面较大的雉科鸟类、野兔等动物。虽无固定的繁殖季节，但多在冬季发情、春季产仔，妊娠期约91天，每胎２或3仔，产于树洞内。,体长75-100cm,,甘肃，河南，安徽，四川，湖北，湖南，江西，浙江，广东，广西，贵州，云南，西藏,尼泊尔，孟加垃，印度，缅甸，柬埔寨，老挝，泰国，越南，马来西亚，印度尼西亚,,
034-黄嘴白鹭,http://localhost:8000/info/static/animals/034-黄嘴白鹭.txt,《黄嘴白鹭》,黄嘴白鹭,鸟纲,鹳形目,鹭科,黄嘴白鹭（学名：Egretta eulophotes），也叫白老、唐白鹭，珍稀水禽，中型涉禽。体长46-65厘米，体重320-650克。雌雄羽色相似，通体白色。嘴、颈、脚均长。夏季嘴橙黄色，眼先蓝色，脚黑色，头顶至枕部有多枚细长白羽组成的丛状羽冠；背部、两户生有蓑状长羽，向后延伸超出尾端，前颈基部的蓑羽垂至下胸。趾有四个，黄色，三前一后；前后趾位于同一平面上，前趾基部有蹼相连。冬季嘴暗褐色，下嘴基部黄色，眼先黄绿色，脚亦黄绿色，背、肩和前颈无蓑状长羽。虹膜黄色，爪黑色。[1],黄嘴白鹭是中型涉禽。体长46-65厘米，体重320-650克。身体纤瘦而修长，嘴、颈、脚均很长。体羽白色，雌雄羽色相似。虹膜淡黄色，腿黑色。幼鸟无细长的饰羽，嘴呈褐色但基部黄色，腿和眼先皮肤呈黄绿色。繁殖季节有细长的饰羽：后头的冠羽长而密，肩羽延伸至尾部但末端平直，下颈饰羽呈长尖形，覆盖胸部；嘴黄色，腿黄色，繁殖脸部裸露皮肤蓝色，虹膜黄褐色，嘴黑色，下基部黄色，脚黄绿至蓝绿色,体长46-65厘米,栖息于海岸峭壁树丛、潮间带、盐田以及内陆的树林、河岸、稻田，以鱼、虾和蛙等为食，有结群营巢、修建旧巢和与池鹭、夜鹭、牛背鹭混群共域繁殖的习性。,河北，山西，内蒙古，辽宁，吉林，上海，江苏，浙江，福建，山东，河南，广东，广西，海南，台湾，香港,俄罗斯，朝鲜，韩国，日本，缅甸，泰国,濒危,致危因素：黄嘴白鹭在全世界迅速减少的原因：一是沿海滩涂养殖业的发展和人类对自然资源的开发和利用，特别是对繁殖地及湿地的过度开垦和越冬地的海岸开发，使黄嘴白鹭的栖息地遭受严重的破坏；二是在黄嘴白鹭的繁殖产卵季节，赶海的渔民及外地游客经常上岛观光和捡拾鸟卵，使黄嘴白鹭无法完成繁殖活动；三是19世纪末，人们采集、买卖黄嘴白鹭的丝状羽毛，大量捕杀造成黄嘴白鹭的数量急剧减少，至今不能恢复元气。
035-巢鼠,http://localhost:8000/info/static/animals/035-巢鼠.txt,《巢鼠》,巢鼠,哺乳纲,啮齿目,鼠科,体形小，体长不超过75mm，尾略长于体长；耳较短，有耳屏。背部黄褐或暗褐色，毛基深灰色；腹面白色，毛基浅灰色；尾背面略深，腹面白色；四足纯白色。,春季筑巢在地面上，夏季筑于作物和高草上，冬季则迁于草堆中。巢为圆形，有两个出口，巢口关闭，外出时才开启，同时亦筑地下巢，构造较复杂，有居室、仓库、便所和育仔洞。食各种作物种子、草籽和植物的绿色部分。多在夜晚活动；夏、秋季繁殖，年产2~4胎，每胎5~8仔。,,栖息于农田、灌丛和草地。,安徽，贵州，广东，广西，河北，内蒙古，吉林，辽宁，浙江，福建，甘肃，西藏，四川，黑龙江，云南，台湾，江苏，湖北，新疆，陕西,,濒危,
036-黑兀鹫,http://localhost:8000/info/static/animals/036-黑兀鹫.txt,《黑兀鹫》,黑兀鹫,鸟纲,隼形目,鹰科,黑兀鹫（学名：Sarcogyps calvus）为隼形目鹰科兀鹫属的鸟类。属大型猛禽。该物种体长80-83厘米，翼展200厘米，体重3700-5400克。头、颈及腿红色和白色翎颌为识别特征。亚成鸟褐色浓重，裸露部分粉红而非红色。飞行时尾短，呈楔形，体侧白，次级飞羽基部具灰白色线条。幼鸟尾下覆羽偏白，并可外露下背的近白色部分。滑翔时两翼平端，翼尖略向下；高空翱翔时两翼仅稍微上扬。 叫声粗哑呱呱叫声发展成尖声乱叫。交配时啸鸣。[1],黑兀鹫是大型猛禽，身体各部分的颜色与秃鹫有很大差异，虹膜为黄色或红褐色，嘴嘴粗大而强壮，呈暗褐色，下嘴基部黄色，蜡膜为橘红色，鼻孔呈椭圆形。腿后边裸露的皮肤为暗橙红色，脚为暗红色或肉色体形比较粗壮，头部和颈部裸露无羽，露出橘红色的皮肤，颈部的两侧各有一个从头后面的耳部下方悬垂下来的巨大肉垂，颜色也是橘红色。耳部有一圈黑色的刚毛，颊部、眼先和头顶的两边也有少许黑色的刚毛。颈部下方的撮羽和覆腿羽为白色，其余羽毛均为黑褐色，上体还具有金属的光泽。飞翔的时候黑色的翼下有一条白色的横带，前胸和后胁的白斑和通体的一片黑色形成鲜明对照，反差极为强烈，即使在高空飞翔的时候也清晰可辩。,体长800-830毫米,黑兀鹫栖息于开阔的低山丘陵、农田耕地和小块丛林地带，有时也进到茂密的森林地区。高空翱翔于高至海拔1500米的开阔多沼泽平原,西藏，香港，海南,印度，孟加拉，不丹，锡金，尼泊尔，巴基斯担，斯里兰卡，马尔代夫，缅甸，越南，老挝，柬埔寨，泰国,极危,种群现状：历史报告表明，该物种曾经分布广泛并且种群丰富，但经历了近十年的大规模数量和范围的下降。最新信息显示，在印度的物种在1999年后经历了快速下降（每年41%），20世纪90年代初和2003年间下降了91%。在印度次大陆的跌幅和死亡率是因为农药的使用导致，非甾体类抗炎药（NSAID）双氯芬酸，用于治疗家畜而被鸟类广泛摄入。来自柬埔寨的数量普查结果显示，人口有自2004年以来至少至2007年一直保持稳定。鉴于其在东南亚的稀有性，该地区不可能超过几百只。由于其在印度的分布的区域，总体数量似乎不太可能超过万只成熟个体，显然是灾难性的跌势致使该物种处于极危状态。 [3]
037-马麝,http://localhost:8000/info/static/animals/037-马麝.txt,《马麝》,马麝,哺乳纲,偶蹄目,麝科,马麝是麝类中体形最大的一种，体重15kg左右，体长80-90cm。雌、雄均无角。后腿比前腿长约1/3，故臀高大于肩高。脚具4趾，侧趾很发达，在硬地上走时触地。头形狭长，吻尖，无眶下腺和跗腺，耳狭长。雄体具发达的月牙状上犬齿，向下伸出唇外；腹部具特殊的麝香腺囊；尾短而粗，裸露，其上腺体发达，仅尖端有束毛。雌体腹部无麝香，有一对乳头；上犬齿小，未露出唇外；尾纤细；无腺体。 [3] 马麝背部沙黄褐色或灰褐色，后部棕褐色较强。颜面灰棕色，鼻端无毛，黑色，耳尖稍暗，耳背即周缘黄棕色。颈被有较宽的暗褐色斑块，其上有4-6个排成两行的棕色斑。背毛粗而脆，呈波浪式弯曲，基部浅灰色，向上渐转淡褐，仅尖端外有橘黄色环，尖端褐色。腹、腋下毛细长耳柔韧。 [3],,体长80-90cm,马麝栖息在海拔2500-5000m的针叶林和高山灌丛里，灌丛下草本植物层以珠芽蓼、苔草为优势。[3],青海，甘肃，西藏，四川,不丹，印度，尼泊尔,濒危,种群现状：种群分布不零散，数量呈下降趋势。 [2] 中国药材公司1981年在青海调查时有18万只。郑生武1973在青海黄南藏族自治州调查，估计该州灌丛地区马麝的数量约为15000只（0.4-7.4只/km2），1982年下降为8800只。1993-1994年甘肃兴隆山调查，由于保护区对马麝资源保护的重视，那里数量保持4000-5000只（23-51只/km2）。截止到2012年，中国约有28000只马麝。 [7-8]
038-裸眉鸫,http://localhost:8000/info/static/animals/038-裸眉鸫.txt,《裸眉鸫》,裸眉鸫,鸟纲,雀形目,裸眉鸫科,裸眉鸫科（学名：Philepittidae）是雀形目的短尾鸟，体长15公分，仅2属4种。喙甚长而下弯或短宽，眼周有鲜艳的裸皮；翅中等，圆形；尾短；腿较短而健，足趾大并有长爪。雌雄异色。多以昆虫为食，具长嘴者会像太阳鸟一样取食花粉及花蜜。包括弯嘴裸眉鸫属（拟太阳鸟属）和裸眉鸫属。筑悬垂的巢，在侧面入口的上方有一小巢顶。栖居于马达加斯加森林中。,雀形目的一个科，由4种小型鸟类组成，分布局限于马达加斯加森林地带。体长9～16.5公分，眼周都有赤裸的皮肤或垂肉。有两属∶裸眉鸫属（Philepitta，2种）和拟太阳鸟属（Neodrepanis，2种）。裸眉鸫属体丰满，腿粗壮，紫黑裸眉鸫的雄鸟初换羽时羽尖黄色，但经磨损后全身只剩下黑色；此时眼上方长出一绿色肉垂。施氏裸眉鸫换羽后除头顶黑色外，呈黄色；肉垂扩展在眼的周围。在叶簇中寻食果实。拟太阳鸟属体较小，腿软弱，喙长而下曲，可伸入花中以吸食花蜜和小昆虫。,体长9～16.5公分,,,印度洋,易危,
039-赤红山椒鸟,http://localhost:8000/info/static/animals/039-赤红山椒鸟.txt,《赤红山椒鸟》,赤红山椒鸟,鸟纲,雀形目,阔嘴鸟科,雄性成鸟：整个头部、颈、背以及肩羽辉蓝黑色；腰、尾上覆羽、胸部以次猩红，或多或少渲染以橙色；肛周白；翅黑色，除第一至第二枚初级飞羽和最内侧飞羽外，其余飞羽基部和大覆羽先端猩红，有的标本第二至第五枚初级飞羽先端外缘以粉白色；内侧第二枚飞羽向外数枚先端具椭圆形红斑或红缘；中央尾羽黑色，先端大都具或窄或宽的红缘；其尾羽红色，具黑色羽基；翼缘和翼下覆羽桔红色。雌性成鸟：前头和短眉纹深黄；头顶前部转淡而沾灰．头顶后部、背、肩羽以及小覆羽污褐灰而微沾橄榄绿；腰、尾上覆羽橄榄黄；翅与雄鸟同，但黄色代替红色；中央尾羽黑色，次一对亦黑，内翈端部和外翈先端大部为黄色；其它尾羽基部黑色，先端黄；眼先灰黑，眼后稍淡；眼上、下睑鲜黄；头、颈两侧以及整个下体铬黄，胸部浓著；体侧渲染绿色；翼缘和翼一下覆羽鲜黄。雄性幼鸟（1959年5月17日采自云南勐腊）：与雌鸟酷似，唯额基、眉纹缀橙红；喉和胸微染橙色。雌性幼鸟（1964年8月1日及9月2日采自云南景东）：额深黄色，头顶前部转浅，至背部呈暗褐灰，头顶至背部各羽概具浅端和暗色次端斑，头顶尚染以绿色；腰和尾上覆羽黄色浓暗，并具横斑；余与雌性成鸟同。虹膜棕色、棕红、暗棕或褐色；嘴和脚黑色。,属在中国体形最大的一种，羽色与 P. ethologus略似，唯雄鸟有5—6枚内侧飞羽先端具椭圆形红斑，有别于后者雄鸟仅于内侧飞羽第三至第四枚具红色羽缘连于翼斑，雌鸟内侧飞羽外翈先端具黄斑或黄缘，而 P. ethologus 内侧飞羽黑色而无斑。雄鸟整个头部至背部亮黑；腰、尾上覆羽和下体猩红；两翅黑色；具宽阔猩红色翼斑；内侧数枚飞羽先端有椭圆形红斑；中央尾羽黑色，外侧尾羽大都红色，基部黑色。雌鸟前头、颊、耳羽及整个下体均黄；头顶至背褐灰色；腰、尾上覆羽橄榄黄；翅与雄鸟同，黄色代替红色；尾黑，中央次一对尾羽先端和外41T黄色，其余尾羽具黄色先端。,205.4mm,生态 栖于海拔约2，100米以下的山地和平原的雨林、季雨林、次生阔叶林，也见于松林、稀树草地或开垦的耕地。结群活动，繁殖季节大都成对。在云南，多次观察得雄鸟在4月间仍单独活动，5月间亦有成群活动的现象。性活泼，喜结集于乔木冠部觅食，少见停息。曾见与灰喉山椒鸟和粉红山椒鸟混群活动，或与其它鸟混群。鸣声尖细而单调，如“spee-spee”，多在飞行时且飞且鸣，停息时甚少鸣唱。当由一树转移他树时，常由一鸟领先，余鸟一一相继飞去。主食昆虫。根据1月（5只）、2月（7只）、3月（3只）、4月（15只）、5月（7只）、6月（15只）、7月（4只）、8月（1只）和9月（4只）采自云南的61只鸟胃分析结果，所食以昆虫占主要成份。计有鞘翅目昆虫（20次）、鳞翅目幼虫（16次）、蜻蜓目昆虫和直翅目蝗虫、螽蟖、蚱蜢等（各4次）等，还有瓢虫、双翅目蝇类和同翅目蝉类等（各2次）、萤火虫、蜂类及其幼虫（各1次），其它昆虫残体（11次），蜘蛛（1次）；植物性物质有果实（3次）、种子（2次）、草莓（1次）和叶片（1次）。采自贵州（3月）的鸟胃内含物有甲虫、蝗虫及其它昆虫，尚有少量植物种子（胡鸿兴等，1978）。郑作新等（1963，1973）剖验4月和5月采自云南的7只鸟胃，内含物纯为昆虫，有鳞翅目昆虫及其幼虫、蝉类、铜绿金龟甲、蝽象和其它昆虫；分析64只（2—4月）采自海南岛的鸟胃，内含物中昆虫占90%以上。1960年3月7日在云南勐海观察得雌、雄两性已有追逐行为，雄鸟睾丸已膨大。1962年4月26日获自云南芒市（海拔970米）的1只雄鸟，睾丸颇发育，达15×10毫米。1956年4月至5月间在云南东南部采得数只雌鸟和雄鸟均具孵斑。1957年5月5日采自云南思茅的1只尚被有黄色体羽的雄鸟，睾丸甚膨大，可见未换成鸟体羽的雄鸟有参加繁殖的可能性。7月获自广西西南部崇左的标本，体羽正进行脱换，内侧初级飞羽和次级飞羽已换新羽。 9月中旬采自云南景东的1只雄鸟，第四枚飞羽羽芽方露，第五枚羽根被鞘；尾羽除左侧3枚及右侧2枚已脱换外，余正进行脱换，羽根均被鞘。1只雌鸟飞羽已完全换成新羽；尾羽在换羽中，羽根均被鞘。1979年1月6日采自云南盈江的1只雄性幼鸟，前头、两翅和尾羽的黄色概染橙红；腰和尾上覆羽亦微沾橙色。1979年1月10日采自盈江和1960年2月14日采自云南孟连以及1959年5月10日采自云南勐腊的雄性幼鸟，前额渲染或深或浅的橙红色或红色；头顶前部转橄榄黄；腰和尾上覆羽染有橙色；外侧尾羽先端转橙色；喉和胸微缀橙色；余与雌鸟同。1960年1月21日采自云南景洪、1959年3月17日采自云南勐腊、1975年4月13日采自云南金平、1977年7月26日采自广西崇左的雄性幼鸟，与雌鸟相似。采自广西的标本腰和尾上覆羽沾橙红，尾上覆羽后部灰黑染黄，羽端白而具黑色次端斑；外侧尾羽先端橙红；金平标本与广西标本相似，唯内侧1枚飞羽翼斑和椭圆斑橙红。1959年3月19日采自云南勐腊的雄性幼鸟与雌鸟近似，唯左侧中央次一枚尾羽已换新羽，羽端橙红色，根部被鞘。1958年4月30日和1959年6月4日采自云南勐腊的雄性幼鸟，前者前头缀黄，或多或少杂以橙红色，腰羽橄榄黄，尾上覆羽后部红色，左翅第一枚次级飞羽翼斑橙红；睑、喉侧、下胸和胸侧杂以橙红色，余与雌鸟同；后者下背和腰杂有鲜红色羽片，尾上覆羽染以橙色，最外侧1枚尾羽及第四枚尾羽先端橙红，外侧尾羽深黄，翼斑渲染橙色，下体普遍沾橙红。1959年5月11日采自云南勐腊的1只雄性幼鸟前头橙红，腰和尾上覆羽橄榄绿，数枚羽片缀暗红色，内侧飞羽翼斑和椭圆斑已示猩红色，尾羽先端猩红，喉侧和下体普遍染以橙色，尾下覆羽黄色。1960年5月22日采自云南盈江的1只雄性幼鸟以及1959年12月17日获自云南勐腊的雄性幼鸟，前额和眉纹红色与黄色相杂。盈江标本腰和尾上覆羽散有鲜红色羽片，内侧飞羽翼斑以及外侧尾羽先端橙色；头侧、喉部均微缀橙色，腹部若干枚羽片橙红色。勐腊标本背羽和肩羽杂有淡黄色纵纹，腰和尾上覆羽具暗色横斑，部分染有橙红色，两翅褐黑而缀黄，内侧飞羽翼斑橙色，腹纯黄，余与盈江标本同。1964年7月29日采自云南景东的雄性幼鸟，自额至颈以及头侧辉蓝黑，额和颊杂以红色和黄色羽片，头顶残留有暗灰色，背羽暗褐灰，混有辉蓝黑色羽片；腰和尾上覆羽鲜红，尚见橄榄黄旧羽；大覆羽先端、内侧飞羽和最内侧飞羽翼斑以及椭圆斑猩红色；最外侧尾羽具橙红色羽端；喉辉蓝黑，留有黄色旧羽；下体浅黄，有新脱换的猩红色羽片，翼缘和翼下覆羽散有猩红色新羽。1964年8月22日采自临沧的1只雄性幼鸟，整个头部至背辉蓝黑，喉部残留若干枚黄羽；除内侧5枚飞羽外，余均换成红色的新羽；同时，除外侧3对尾羽未换外，其余尾羽正脱换新羽；下体大都红色，并混杂有淡黄色旧羽。,西藏，云南，福建，湖南，广西，海南,印度，印度尼西亚，菲律宾,,经济意义赤红山椒鸟为山椒鸟属在中国分布最广、数量最多的留居种类。据食性分析结果，此鸟食物以昆虫为主，虽摄食有瓢虫、蜻蜓、蝉等益虫，但所占比例极小，而以甲虫、鳞翅目幼虫等害虫为多数，当为保护的农林益鸟。
040-柯氏鼠兔,http://localhost:8000/info/static/animals/040-柯氏鼠兔.txt,《柯氏鼠兔》,柯氏鼠兔,哺乳纲,兔形目,鼠兔科,柯氏鼠兔又称突颅鼠兔，是以第一发现人沙俄军官柯兹洛夫的名字命名的。它是非兔非鼠的另一类动物，属鼠兔科，主要食野草。从现有资料表明，它的分布范围在世界上极为有限，在中国主要分布在东昆仑山一带。柯氏鼠兔是现有二十余种鼠兔中最古老的遗留种。,体型系本属之大型种之一，体长200mm左右，体重150～180g。唇周围非黑褐色。眼睛较大。耳壳短而圆，其长不逾30mm，耳背面黄白色或淡黄色。前肢短，后肢较长，无尾。躯体上面毛色呈淡黑色或浅黄褐色，下面灰白色或浅黄白色。分布为我国青藏高原特有种。记载于西藏北部、新疆东南和青海西北交界的地区，约在昆仑山脉东段北坡。1984年在昆仑山的阿其克库勒河北岸的丁字口（88° 11′E；37°09′）获得7只标本（4雄，3雌）（郑昌琳，1986；1989）。,体长200mm左右,,新疆,,,
041-侧颈龟,http://localhost:8000/info/static/animals/041-侧颈龟.txt,《侧颈龟》,侧颈龟,爬行纲,龟鳖目,侧颈龟科,侧颈龟，学名：Pelomedusidae sp，不像其他多数龟类那样能将头和颈都缩进壳内，而是头部缩入甲中时，颈部向一侧弯曲，因而得名（髭龟科的蛇颈龟亦有此种习惯）。此属仅有一种。体呈灰色，体长达30厘米。[1],该类品种的龟不像其他多数龟类那样能将头和颈都缩进壳内，而是头部缩入甲中时，颈部向一侧弯曲，因而得名（髭龟科的蛇颈龟亦有此种习惯）。此属仅有一种。体呈灰色，体长达30厘米。 [3] 侧颈龟与另一属的东非侧颈龟（Pelusioscastaneus)在外型或习性上都十分类似，有时候容易混淆。基本上沼泽侧颈龟的体型都比东非侧颈龟小。而东非侧颈龟属有十五个种类，都可以长到30-50公分大。龟鳖目中的一个亚目，由原始两栖龟进化而来。甲壳构造常完全，颈项可侧面弯曲绍回壳中。雌雄辨别容易，雄性体型较小，尾巴粗大，雌龟体型大，尾巴较细小。,30-50公分,最广的泽龟类。属于小型的半水栖性龟类。通常生活在积水的水塘中。在干季时会钻入底泥中夏眠以渡过干旱。所以它们对于环境和食物的变化耐受力很高，群居性强，是十分强健好养的水龟。不过多数进口的都是野生个体，比较常见脱水或龟甲损伤的情形[4]。饲养方式都类似。,,非洲，中南美洲，澳洲,,产于加纳的侧颈龟种群被《濒危野生动植物物种国际贸易公约》列入附录I，对捕捉及其产品贸易严加控制。北美地区虽然龟类众多，却没有侧颈龟分布，反而是中南美洲和澳洲比较多[3]。现生种类只分布于非洲、南美洲和大洋洲。侧颈龟，有马达加斯加大头侧颈龟盔侧颈龟亚马孙大头侧颈龟等好多品种。
